OrderID,OrderDate,CustomerID,Region,Product,Quantity,UnitPrice
ORD00807,2023-11-28,CUST033,East,Monitor,7,28978
ORD00149,2023-12-01,CUST008,East,Smartphone,1,4509
ORD00890,2023-12-01,CUST041,South,Laptop,10,10460
ORD00745,2023-12-02,CUST032,West,Laptop,5,1519
ORD00547,2023-12-05,CUST012,East,Tablet,2,3254
ORD00473,2023-12-06,CUST023,North,Headphones,2,10362
ORD00640,2023-12-06,CUST008,South,Monitor,3,5427
ORD00953,2023-12-06,CUST037,North,Headphones,10,4100
ORD00463,2023-12-07,CUST018,West,Smartphone,6,4158
ORD00446,2023-12-08,CUST045,West,Monitor,8,3871
ORD00516,2023-12-08,CUST035,South,Laptop,10,20957
ORD00865,2023-12-08,CUST006,West,Tab,9,50241
ORD00055,2023-12-09,CUST034,North,Laptop,9,23284
ORD00130,2023-12-09,CUST019,,Headphones,9,15112
ORD00098,2023-12-11,CUST007,East,Headphones,2,12355
ORD00696,2023-12-11,CUST030,East,Laptop,3,9266
ORD00722,2023-12-11,CUST040,West,Monitor,6,18271
ORD00827,2023-12-11,CUST013,South,Monitor,7,61888
ORD00339,2023-12-12,CUST044,South,Smartphone,4,1979
ORD00470,2023-12-16,CUST020,West,Headphones,8,23819
ORD00283,2023-12-17,CUST027,West,Monitor,7,26546
ORD00100,2023-12-18,CUST011,East,Smartphone,1,23651
ORD00231,2023-12-18,CUST033,West,Tab,8,54038
ORD00721,2023-12-18,CUST021,West,Tablet,6,62165
ORD00501,2023-12-20,CUST046,South,Monitor,3,62980
ORD00813,2023-12-20,CUST032,West,Monitor,2,4968
ORD00707,2023-12-21,CUST039,North,Headphones,10,3251
ORD00789,2023-12-21,CUST037,East,Smartph,9,55211
ORD00002,2023-12-22,CUST025,South,Monitor,4,10021
ORD00419,2023-12-22,CUST002,East,Headphones,4,2952
ORD00392,2023-12-23,CUST001,West,Monitor,6,24837
ORD00604,2023-12-23,CUST042,West,Tablet,10,16275
ORD00228,2023-12-24,CUST025,North,Laptop,10,27294
ORD00414,2023-12-24,CUST030,East,Tablet,8,13755
ORD00730,2023-12-24,CUST025,West,Tablet,5,18142
ORD00776,2023-12-24,CUST033,East,Monitor,10,5649
ORD00957,2023-12-24,CUST003,North,Tablet,2,46369
ORD00986,2023-12-24,CUST020,North,Laptop,5,15773
ORD00999,2023-12-24,CUST030,West,Lap,1,48306
ORD00022,2023-12-25,CUST050,East,Laptop,8,71636
ORD00641,2023-12-26,CUST026,North,Headphones,8,8391
ORD00265,2023-12-28,CUST025,West,Headphones,5,2437
ORD00360,2023-12-28,CUST036,South,Laptop,10,2388
ORD00853,2023-12-28,CUST035,West,Monitor,2,2300
ORD00095,2023-12-30,CUST029,South,Smartph,6,16293
ORD00320,2023-12-31,CUST042,North,Smartphone,9,22719
ORD00854,2023-12-31,CUST006,West,Tablet,5,19564
ORD00944,2023-12-31,CUST028,East,Smartphone,9,23795
ORD00113,2024-01-02,CUST006,East,Tab,7,5583
ORD00431,2024-01-02,CUST028,South,Tablet,10,3550
ORD00891,2024-01-02,CUST033,North,Monitor,9,18797
ORD00214,2024-01-03,CUST002,East,Tab,6,23579
ORD00592,2024-01-05,CUST017,East,Smartphone,9,50086
ORD00899,2024-01-05,CUST023,West,Headphones,10,15559
ORD00008,2024-01-06,CUST009,East,Smartphone,1,46145
ORD00126,2024-01-06,CUST015,East,Smartphone,6,20825
ORD00302,2024-01-08,CUST008,South,Monitor,7,70496
ORD00850,2024-01-08,CUST026,South,Monitor,8,48909
ORD00860,2024-01-08,CUST004,North,Smartphone,8,1616
ORD00964,2024-01-08,CUST049,East,Monitor,5,9325
ORD00270,2024-01-10,CUST050,South,Tablet,7,24806
ORD00705,2024-01-10,CUST001,West,Monitor,2,74199
ORD00070,2024-01-11,CUST012,East,Headphones,6,20956
ORD00631,2024-01-12,CUST015,North,Laptop,6,5245
ORD00238,2024-01-14,CUST010,East,Smartphone,5,15018
ORD00449,2024-01-14,CUST018,West,Smartphone,8,4008
ORD00112,2024-01-15,CUST049,North,Monitor,9,14844
ORD00782,2024-01-15,CUST007,West,Smartphone,7,15852
ORD00840,2024-01-15,CUST015,East,Monitor,4,52015
ORD00065,2024-01-17,CUST039,East,Tablet,7,3191
ORD00247,2024-01-17,CUST032,North,Monitor,7,2351
ORD00553,2024-01-17,CUST024,North,Headphones,6,25854
ORD00686,2024-01-17,CUST003,North,Smartphone,3,23300
ORD00151,2024-01-19,CUST027,West,Laptop,6,25930
ORD00312,2024-01-19,CUST015,West,Smartphone,7,23824
ORD00588,2024-01-19,CUST015,North,Laptop,10,4449
ORD00664,2024-01-20,CUST010,East,Headphones,7,26194
ORD00441,2024-01-21,CUST022,South,Laptop,9,1593
ORD00488,2024-01-21,CUST036,North,Laptop,9,67210
ORD00297,2024-01-22,CUST039,West,Tablet,8,1692
ORD00540,2024-01-22,CUST025,South,Smartphone,1,29585
ORD00709,2024-01-23,CUST025,South,Monitor,5,4253
ORD00897,2024-01-23,CUST004,East,Headset,4,8781
ORD00023,2024-01-25,CUST029,East,Headphones,9,19157
ORD00846,2024-01-25,CUST004,South,Headphones,6,66012
ORD00539,2024-01-26,CUST036,East,Headphones,10,2720
ORD00625,2024-01-26,CUST031,East,Smartphone,5,15947
ORD00343,2024-01-27,CUST030,North,Smartphone,2,18595
ORD00845,2024-01-27,CUST018,East,Headset,3,9172
ORD00958,2024-01-27,CUST018,North,Tablet,10,4636
ORD00199,2024-01-28,CUST025,West,Monitor,6,4245
ORD00692,2024-01-28,CUST019,South,Laptop,9,4932
ORD00972,2024-01-29,CUST033,South,Tablet,6,25291
ORD00758,2024-01-30,CUST027,North,Monitor,2,62545
ORD00898,2024-01-30,CUST046,South,Monitor,5,19625
ORD00413,2024-01-31,CUST035,West,Smartphone,7,66231
ORD00174,2024-02-01,CUST006,East,Headphones,10,14995
ORD00868,2024-02-01,CUST001,West,Tablet,7,14290
ORD00119,2024-02-02,CUST019,North,Headset,3,22517
ORD00284,2024-02-02,CUST016,North,Smartphone,5,5388
ORD00014,2024-02-03,CUST029,East,Smartphone,8,12359
ORD00148,2024-02-03,CUST028,South,Monitor,3,2339
ORD00242,2024-02-04,CUST019,East,Laptop,9,23807
ORD00403,2024-02-05,CUST049,East,Tablet,4,28006
ORD00981,2024-02-05,CUST041,East,Headset,7,19288
ORD00293,2024-02-06,CUST028,West,Headphones,3,20996
ORD00967,2024-02-06,CUST020,North,Monitor,9,51634
ORD00273,2024-02-07,CUST048,South,Headphones,2,2974
ORD00595,2024-02-07,CUST011,South,Monitor,7,2390
ORD00004,2024-02-09,CUST030,West,Monitor,5,14789
ORD00802,2024-02-10,CUST024,West,Smartphone,4,50108
ORD00530,2024-02-12,CUST012,South,Smartphone,6,8939
ORD00041,2024-02-13,CUST024,East,Headphones,6,14294
ORD00045,2024-02-14,CUST045,West,Smartphone,9,11076
ORD00163,2024-02-14,CUST038,South,Lap,6,25993
ORD00275,2024-02-14,CUST024,South,Monitor,8,17014
ORD00285,2024-02-14,CUST050,,Monitor,3,3432
ORD00766,2024-02-14,CUST042,North,Smartphone,7,62894
ORD00892,2024-02-14,CUST019,East,Smartphone,2,3298
ORD00769,2024-02-15,CUST027,East,Tab,5,5136
ORD00803,2024-02-16,CUST050,East,Tablet,10,26514
ORD00188,2024-02-19,CUST046,East,Headphones,2,13047
ORD00690,2024-02-19,CUST049,West,Monitor,9,15039
ORD00752,2024-02-19,CUST030,North,Tablet,10,17843
ORD00779,2024-02-20,CUST022,West,Tablet,2,73633
ORD00710,2024-02-22,CUST022,South,Monitor,7,68020
ORD00746,2024-02-22,CUST008,West,Monitor,6,12916
ORD00879,2024-02-22,CUST046,East,Monitor,6,10172
ORD00301,2024-02-23,CUST018,East,Tablet,4,12823
ORD00836,2024-02-23,CUST044,South,Headphones,7,5509
ORD00135,2024-02-24,CUST023,North,Headphones,6,62962
ORD00628,2024-02-24,CUST030,West,Tablet,1,8121
ORD00792,2024-02-24,CUST037,East,Lap,2,29858
ORD00146,2024-02-26,CUST028,South,Tab,1,13739
ORD00013,2024-02-27,CUST001,South,Headphones,9,10799
ORD00923,2024-02-27,CUST041,North,Smartphone,7,28031
ORD00580,2024-02-28,CUST031,South,Headphones,10,20257
ORD00059,2024-03-01,CUST033,North,Tablet,1,13549
ORD00050,2024-03-02,CUST006,South,Headphones,2,57165
ORD00781,2024-03-02,CUST034,East,Laptop,9,16026
ORD00120,2024-03-03,CUST039,East,Smartphone,2,28193
ORD00253,2024-03-03,CUST001,South,Laptop,3,17761
ORD00632,2024-03-03,CUST045,North,Tablet,7,15634
ORD00870,2024-03-03,CUST040,North,Smartphone,6,4828
ORD00919,2024-03-05,CUST047,South,Headphones,4,4488
ORD00800,2024-03-07,CUST038,East,Sp,9,14614
ORD00071,2024-03-08,CUST045,East,Headphones,2,1646
ORD00374,2024-03-08,CUST019,South,Headphones,7,29538
ORD00418,2024-03-08,CUST014,West,Headphones,9,17602
ORD00605,2024-03-10,CUST026,South,Smartphone,7,25026
ORD00761,2024-03-11,CUST043,North,Headphones,4,16978
ORD00799,2024-03-11,CUST003,South,Tab,2,59100
ORD00019,2024-03-12,CUST004,East,Monitor,10,68848
ORD00277,2024-03-13,CUST020,East,Smartphone,7,25526
ORD00739,2024-03-16,CUST027,South,Tablet,9,23716
ORD00377,2024-03-18,CUST040,East,Laptop,7,10078
ORD00596,2024-03-18,CUST007,East,Tablet,3,8310
ORD00011,2024-03-19,CUST024,South,Smartphone,7,25174
ORD00334,2024-03-20,CUST006,North,Laptop,6,20392
ORD00520,2024-03-20,CUST049,East,Laptop,8,16507
ORD00176,2024-03-22,CUST043,East,Monitor,9,24334
ORD00699,2024-03-22,CUST016,East,Smartphone,7,20544
ORD00804,2024-03-23,CUST047,West,Smartphone,2,4154
ORD00318,2024-03-24,CUST002,South,Laptop,10,3397
ORD00727,2024-03-24,CUST024,South,laptop,4,18984
ORD00350,2024-03-25,CUST048,West,Laptop,2,18214
ORD00405,2024-03-25,CUST020,South,Smartphone,2,26681
ORD00550,2024-03-25,CUST007,South,Smartphone,1,45626
ORD00921,2024-03-25,CUST020,North,Headphones,9,17785
ORD00203,2024-03-26,CUST042,North,Headphones,2,53082
ORD00411,2024-03-27,CUST013,West,Laptop,3,28774
ORD00355,2024-03-28,CUST016,East,Monitor,5,18254
ORD00735,2024-03-28,CUST009,East,Headphones,2,26181
ORD00837,2024-03-28,CUST014,West,Tablet,4,18513
ORD00187,2024-03-30,CUST012,South,Lap,7,26951
ORD00389,2024-03-31,CUST040,West,Monitor,7,18680
ORD00667,2024-03-31,CUST023,North,Smartphone,7,15798
ORD00627,2024-04-01,CUST005,West,Headphones,4,4188
ORD00143,2024-04-03,CUST024,West,Headphones,8,24090
ORD00685,2024-04-04,CUST035,West,Headphones,9,14477
ORD00716,2024-04-07,CUST049,West,Smartphone,4,5607
ORD00555,2024-04-08,CUST007,South,Headphones,5,20180
ORD00565,2024-04-08,CUST012,North,Headphones,4,4999
ORD00623,2024-04-08,CUST026,West,Smartphone,7,26232
ORD00003,2024-04-09,CUST027,East,Monitor,1,3519
ORD00454,2024-04-11,CUST005,West,Tablet,6,23482
ORD00387,2024-04-13,CUST035,South,Smartphone,5,12355
ORD00531,2024-04-13,CUST025,West,Tablet,9,71753
ORD00965,2024-04-13,CUST020,North,Smartphone,3,14818
ORD00676,2024-04-14,CUST035,West,Tab,7,18182
ORD00693,2024-04-14,CUST035,West,Tablet,4,17657
ORD00912,2024-04-15,CUST028,North,Smartphone,9,16798
ORD00099,2024-04-16,CUST021,East,Laptop,3,28825
ORD00290,2024-04-16,CUST027,North,Smartphone,4,12335
ORD00905,2024-04-16,CUST017,North,Tablet,5,12000
ORD00992,2024-04-16,CUST006,West,Tablet,8,11699
ORD00816,2024-04-17,CUST026,West,Laptop,10,5440
ORD00922,2024-04-17,CUST020,South,Monitor,5,19269
ORD00444,2024-04-18,CUST045,West,Tablet,5,70316
ORD00469,2024-04-18,CUST005,North,Monitor,8,28557
ORD00094,2024-04-19,CUST031,South,Headphones,1,5465
ORD00914,2024-04-19,CUST027,West,Monitor,9,17871
ORD00985,2024-04-19,CUST048,South,Tablet,9,12492
ORD00227,2024-04-20,CUST026,West,Headphones,3,14884
ORD00954,2024-04-22,CUST048,South,Tablet,1,16705
ORD00021,2024-04-24,CUST017,South,Headphones,10,29555
ORD00514,2024-04-24,CUST036,North,Smartphone,10,25727
ORD00017,2024-04-25,CUST020,East,Tablet,3,46265
ORD00651,2024-04-25,CUST044,South,Lap,3,24159
ORD00323,2024-04-26,CUST011,West,Headphones,5,62758
ORD00978,2024-04-26,CUST040,North,Tablet,8,17413
ORD00103,2024-04-27,CUST031,North,Smartphone,5,13514
ORD00997,2024-04-27,CUST008,East,Headphones,6,29312
ORD00810,2024-04-28,CUST015,West,Headphones,2,63635
ORD00946,2024-04-30,CUST026,East,Smartphone,7,22280
ORD00401,2024-05-01,CUST022,East,Laptop,2,27307
ORD00415,2024-05-01,CUST032,West,Tablet,3,49852
ORD00615,2024-05-01,CUST032,,Laptop,1,16290
ORD00472,2024-05-03,CUST031,South,Headphones,8,8329
ORD00773,2024-05-03,CUST027,North,Smartphone,10,3069
ORD00569,2024-05-04,CUST025,South,Tablet,8,17614
ORD00695,2024-05-04,CUST018,North,Monitor,10,2974
ORD00359,2024-05-05,CUST015,South,Laptop,3,16683
ORD00584,2024-05-05,CUST036,East,Tablet,3,29112
ORD00451,2024-05-06,CUST037,West,Monitor,7,60865
ORD00537,2024-05-07,CUST030,West,Tablet,2,3706
ORD00083,2024-05-08,CUST048,South,Monitor,2,8431
ORD00633,2024-05-08,CUST032,South,Laptop,5,3338
ORD00271,2024-05-09,CUST026,South,Headphones,8,66293
ORD00983,2024-05-10,CUST033,North,Laptop,9,21364
ORD00058,2024-05-11,CUST033,South,Headphones,10,13652
ORD00701,2024-05-11,CUST029,North,Laptop,7,17537
ORD00165,2024-05-12,CUST023,West,Smartphone,6,63142
ORD00167,2024-05-12,CUST010,East,Monitor,8,11755
ORD00522,2024-05-12,CUST011,West,Headphones,6,10855
ORD00543,2024-05-13,CUST016,West,Headphones,7,13120
ORD00733,2024-05-14,CUST048,East,Headphones,8,28804
ORD00160,2024-05-15,CUST046,East,Lap,7,54116
ORD00938,2024-05-15,CUST016,West,Laptop,8,26032
ORD00044,2024-05-16,CUST017,North,Monitor,4,18299
ORD00234,2024-05-17,CUST048,North,Headphones,1,60339
ORD00603,2024-05-17,CUST038,North,Tablet,8,14101
ORD00674,2024-05-17,CUST025,North,Monitor,4,24667
ORD00887,2024-05-17,CUST029,East,Smartphone,2,4796
ORD00885,2024-05-18,CUST013,South,Monitor,8,3740
ORD00084,2024-05-20,CUST021,South,Monitor,9,15186
ORD00462,2024-05-20,CUST039,East,Laptop,4,14433
ORD00560,2024-05-20,CUST021,North,Smartphone,6,3644
ORD00144,2024-05-21,CUST008,East,Smartphone,5,18106
ORD00805,2024-05-22,CUST024,South,Headphones,4,11339
ORD00048,2024-05-23,CUST036,West,Headphones,7,63062
ORD00327,2024-05-24,CUST032,North,Smartphone,6,2860
ORD00035,2024-05-25,CUST002,South,Lap,5,18780
ORD00508,2024-05-25,CUST027,West,Monitor,8,47679
ORD00481,2024-05-26,CUST036,South,Laptop,10,13356
ORD00725,2024-05-26,CUST026,East,Monitor,10,63151
ORD00172,2024-05-29,CUST020,East,Headphones,2,8317
ORD00861,2024-05-29,CUST038,West,Laptop,3,18875
ORD00181,2024-05-31,CUST049,South,Laptop,7,17985
ORD00309,2024-05-31,CUST001,East,Smartphone,3,16724
ORD00361,2024-05-31,CUST001,East,Monitor,2,15520
ORD00399,2024-06-01,CUST048,South,Laptop,8,8939
ORD00061,2024-06-02,CUST050,North,Monitor,5,23634
ORD00123,2024-06-02,CUST007,South,Monitor,3,57423
ORD00370,2024-06-02,CUST033,South,Headphones,6,23140
ORD00362,2024-06-03,CUST025,East,Tablet,4,4970
ORD00421,2024-06-04,CUST007,East,Tablet,9,25027
ORD00976,2024-06-04,CUST033,North,Monitor,1,4022
ORD00990,2024-06-04,CUST030,North,Headphones,2,45560
ORD00542,2024-06-05,CUST007,West,Laptop,1,3517
ORD00417,2024-06-06,CUST048,East,Tablet,6,59272
ORD00614,2024-06-08,CUST038,West,Tablet,3,5038
ORD00114,2024-06-10,CUST003,West,Tab,6,10478
ORD00662,2024-06-11,CUST045,West,Laptop,6,3208
ORD00817,2024-06-11,CUST048,East,Monitor,9,28250
ORD00751,2024-06-12,CUST018,North,Headphones,4,26371
ORD00587,2024-06-13,CUST010,North,Tablet,7,2666
ORD00363,2024-06-14,CUST038,West,Headphones,1,19077
ORD00085,2024-06-16,CUST016,East,Monitor,6,22668
ORD00521,2024-06-16,CUST036,West,Laptop,7,27370
ORD00558,2024-06-16,CUST034,West,Smartphone,1,16144
ORD00969,2024-06-16,CUST029,West,Tab,8,61673
ORD00867,2024-06-17,CUST019,South,Laptop,4,15820
ORD00947,2024-06-17,CUST026,West,Smartphone,8,15580
ORD00039,2024-06-18,CUST039,North,Laptop,7,50483
ORD00272,2024-06-18,CUST030,North,Monitor,5,74126
ORD00599,2024-06-18,CUST040,East,Smartphone,5,3327
ORD00689,2024-06-18,CUST030,East,Headphones,1,4508
ORD00772,2024-06-19,CUST027,South,Monitor,9,15631
ORD00657,2024-06-20,CUST027,South,Smartphone,3,71601
ORD00053,2024-06-22,CUST029,South,Monitor,2,27045
ORD00198,2024-06-22,CUST044,North,Lap,3,56991
ORD00276,2024-06-22,CUST033,South,Monitor,3,9243
ORD00423,2024-06-22,CUST001,South,Tablet,7,5482
ORD00753,2024-06-23,CUST027,West,Laptop,5,11481
ORD00279,2024-06-24,CUST015,South,Tablet,10,15828
ORD00702,2024-06-24,CUST015,North,Tablet,4,17874
ORD00124,2024-06-25,CUST035,East,Smartphone,9,2460
ORD00029,2024-06-27,CUST015,South,Tablet,6,45302
ORD00304,2024-06-27,CUST034,East,Smartphone,4,47605
ORD00984,2024-06-27,CUST003,West,Monitor,9,27473
ORD00757,2024-06-28,CUST027,East,Headphones,10,29657
ORD00252,2024-06-29,CUST039,South,Tab,9,22973
ORD00841,2024-06-29,CUST036,South,Monitor,1,27946
ORD00498,2024-06-30,CUST001,West,Tab,2,18248
ORD00678,2024-06-30,CUST002,North,Tab,6,24629
ORD00848,2024-06-30,CUST048,East,Laptop,2,8512
ORD00164,2024-07-01,CUST014,South,Tab,3,4310
ORD00656,2024-07-01,CUST048,West,Tab,2,14715
ORD00749,2024-07-01,CUST012,North,Laptop,8,17268
ORD00787,2024-07-01,CUST045,West,Lap,7,27358
ORD00902,2024-07-01,CUST038,North,Tablet,10,5694
ORD00068,2024-07-02,CUST032,East,Laptop,2,9224
ORD00222,2024-07-05,CUST048,,Monitor,6,11779
ORD00559,2024-07-05,CUST038,South,Laptop,1,52324
ORD00638,2024-07-05,CUST011,North,Tablet,7,17693
ORD00538,2024-07-06,CUST009,West,Smartphone,3,74904
ORD00706,2024-07-06,CUST043,East,Smartphone,10,70134
ORD00341,2024-07-09,CUST004,East,Headphones,3,16068
ORD00082,2024-07-11,CUST001,South,Tablet,1,72568
ORD00287,2024-07-11,CUST026,North,Tablet,9,67082
ORD00855,2024-07-12,CUST048,East,Tablet,2,3558
ORD00941,2024-07-13,CUST019,East,Smartphone,1,4651
ORD00407,2024-07-15,CUST008,North,Tablet,10,60679
ORD00110,2024-07-16,CUST010,,Smartphone,10,12332
ORD00219,2024-07-16,CUST007,East,Lap,5,19281
ORD00697,2024-07-16,CUST012,North,Monitor,9,3524
ORD00740,2024-07-16,CUST001,West,Headphones,9,10012
ORD00933,2024-07-16,CUST016,West,Monitor,5,55768
ORD00875,2024-07-18,CUST047,East,Smartphone,6,12901
ORD00092,2024-07-19,CUST046,North,Headphones,9,17046
ORD00216,2024-07-19,CUST010,North,Headphones,5,30000
ORD00326,2024-07-21,CUST041,South,Tablet,7,17459
ORD00493,2024-07-21,CUST033,North,Headphones,6,5586
ORD00973,2024-07-21,CUST010,West,Laptop,9,13614
ORD00313,2024-07-22,CUST042,North,Headphones,6,26428
ORD00544,2024-07-22,CUST041,South,Tablet,9,18296
ORD00901,2024-07-22,CUST003,East,Laptop,8,14361
ORD00911,2024-07-23,CUST030,South,Smartphone,8,22992
ORD00261,2024-07-25,CUST027,North,Smartphone,7,21327
ORD00790,2024-07-25,CUST016,South,Headphones,7,14699
ORD00156,2024-07-26,CUST003,West,Lap,3,5044
ORD00189,2024-07-26,CUST016,South,Headphones,5,14904
ORD00552,2024-07-26,CUST027,West,Monitor,6,13310
ORD00036,2024-07-27,CUST038,South,Tab,9,2243
ORD00166,2024-07-28,CUST028,East,Tablet,8,29616
ORD00714,2024-07-28,CUST007,West,Laptop,5,2342
ORD00104,2024-07-30,CUST046,West,Smartphone,5,18010
ORD00798,2024-07-30,CUST014,North,Monitor,5,1680
ORD00747,2024-08-04,CUST040,South,Monitor,6,8602
ORD00077,2024-08-05,CUST009,North,Smartphone,2,15180
ORD00406,2024-08-05,CUST015,West,Monitor,9,27095
ORD00907,2024-08-05,CUST017,North,Tablet,10,56412
ORD00634,2024-08-06,CUST032,West,Tablet,2,15334
ORD00376,2024-08-08,CUST048,North,Laptop,8,26464
ORD00515,2024-08-08,CUST036,East,Tablet,1,22916
ORD00506,2024-08-09,CUST043,West,Headset,1,15105
ORD00476,2024-08-10,CUST031,East,Tablet,4,45080
ORD00500,2024-08-10,CUST048,South,Lap,9,21161
ORD00719,2024-08-11,CUST031,North,Laptop,3,54908
ORD00856,2024-08-11,CUST004,West,Tablet,3,5899
ORD00031,2024-08-12,CUST048,West,Laptop,9,74795
ORD00142,2024-08-12,CUST014,North,Headphones,4,18373
ORD00916,2024-08-12,CUST003,East,Tablet,8,16699
ORD00067,2024-08-13,CUST012,East,Smartphone,8,11265
ORD00224,2024-08-13,CUST034,West,Headset,1,23978
ORD00426,2024-08-14,CUST009,West,Monitor,6,55997
ORD00808,2024-08-14,CUST006,East,Headset,9,66871
ORD00356,2024-08-15,CUST039,West,Headphones,10,5671
ORD00439,2024-08-16,CUST025,West,Tablet,10,16156
ORD00811,2024-08-18,CUST004,South,Tab,5,11788
ORD00839,2024-08-18,CUST022,East,Tab,6,20069
ORD00169,2024-08-19,CUST035,West,Monitor,4,4171
ORD00347,2024-08-19,CUST030,North,Headphones,7,21300
ORD00372,2024-08-19,CUST010,West,Headphones,9,3951
ORD00995,2024-08-19,CUST015,East,Headphones,10,24563
ORD00322,2024-08-21,CUST021,East,Monitor,2,17168
ORD00434,2024-08-23,CUST048,East,Headphones,9,13069
ORD00578,2024-08-23,CUST030,West,Tablet,3,20098
ORD00742,2024-08-23,CUST008,South,Smartphone,1,5476
ORD00150,2024-08-24,CUST037,East,Lap,2,18173
ORD00443,2024-08-25,CUST043,East,Smartphone,5,2349
ORD00549,2024-08-25,CUST005,West,Headphones,8,5871
ORD00474,2024-08-28,CUST005,South,Smartphone,9,15906
ORD00575,2024-08-29,CUST020,East,Monitor,2,50110
ORD00015,2024-08-30,CUST028,North,Tab,1,10237
ORD00337,2024-08-30,CUST048,East,Laptop,10,15976
ORD00541,2024-09-02,CUST001,West,Headphones,5,61925
ORD00393,2024-09-03,CUST023,West,Laptop,10,23555
ORD00352,2024-09-05,CUST016,North,Headphones,4,17122
ORD00791,2024-09-05,CUST019,North,Monitor,4,18874
ORD00375,2024-09-06,CUST018,West,Headphones,6,22499
ORD00483,2024-09-06,CUST030,South,Smartphone,8,16203
ORD00237,2024-09-07,CUST039,North,Lap,10,16009
ORD00475,2024-09-07,CUST012,West,Laptop,1,16445
ORD00784,2024-09-08,CUST041,East,Laptop,6,15177
ORD00037,2024-09-09,CUST017,East,Laptop,1,14763
ORD00851,2024-09-09,CUST006,South,Lap,3,65186
ORD00131,2024-09-10,CUST021,East,Monitor,1,9246
ORD00961,2024-09-10,CUST006,North,Tablet,8,13835
ORD00049,2024-09-11,CUST023,South,Monitor,1,16179
ORD00249,2024-09-12,CUST050,East,Smartphone,3,20848
ORD00572,2024-09-12,CUST022,East,Headphones,4,55572
ORD00162,2024-09-13,CUST030,West,Smartphone,9,57343
ORD00122,2024-09-14,CUST021,East,Monitor,8,24005
ORD00671,2024-09-15,CUST042,South,Laptop,5,28179
ORD00880,2024-09-16,CUST033,South,Tablet,8,21150
ORD00264,2024-09-18,CUST037,North,Monitor,8,22194
ORD00478,2024-09-18,CUST031,South,Monitor,9,8251
ORD00507,2024-09-19,CUST017,West,Headset,2,27693
ORD00137,2024-09-20,CUST025,West,Sp,1,15858
ORD00300,2024-09-21,CUST042,East,Tablet,3,22165
ORD00308,2024-09-22,CUST043,South,Headphones,3,11900
ORD00698,2024-09-22,CUST016,East,Monitor,2,17092
ORD00835,2024-09-23,CUST011,West,Tab,10,1649
ORD00225,2024-09-24,CUST018,South,Monitor,6,10481
ORD00009,2024-09-26,CUST032,West,Monitor,5,18467
ORD00193,2024-09-30,CUST024,West,Monitor,2,19681
ORD00335,2024-10-01,CUST021,East,Monitor,10,3866
ORD00385,2024-10-02,CUST002,East,Monitor,5,12478
ORD00556,2024-10-02,CUST049,West,Smartphone,6,4242
ORD00245,2024-10-03,CUST023,West,Laptop,1,14311
ORD00450,2024-10-03,CUST042,South,Smartphone,8,52731
ORD00826,2024-10-03,CUST027,South,Smartphone,9,21475
ORD00918,2024-10-03,CUST009,West,Smartphone,4,20467
ORD00229,2024-10-04,CUST044,South,Smartph,9,21915
ORD00502,2024-10-05,CUST034,West,Lap,6,51265
ORD00996,2024-10-05,CUST044,East,Laptop,10,10782
ORD00121,2024-10-06,CUST027,West,Monitor,6,25844
ORD00184,2024-10-06,CUST015,North,Headset,3,24339
ORD00390,2024-10-06,CUST019,North,Smartphone,8,17879
ORD00606,2024-10-07,CUST007,North,Monitor,7,70976
ORD00619,2024-10-07,CUST013,West,Monitor,1,66671
ORD00874,2024-10-07,CUST001,West,Tablet,5,3341
ORD00904,2024-10-08,CUST024,South,Lap,10,8970
ORD00129,2024-10-14,CUST027,West,Lap,5,5433
ORD00404,2024-10-14,CUST023,East,Laptop,6,18686
ORD00783,2024-10-16,CUST033,East,Laptop,8,45521
ORD00052,2024-10-17,CUST050,West,Lap,9,28915
ORD00670,2024-10-18,CUST006,North,Smartphone,2,3621
ORD00832,2024-10-18,CUST007,South,Headphones,5,72103
ORD00412,2024-10-19,CUST031,North,Monitor,9,16172
ORD00945,2024-10-21,CUST007,West,Laptop,2,25280
ORD00609,2024-10-22,CUST044,North,Smartphone,3,27431
ORD00688,2024-10-23,CUST049,East,Laptop,3,61607
ORD00785,2024-10-25,CUST022,North,Headset,6,25382
ORD00955,2024-10-25,CUST008,North,Smartphone,2,17444
ORD00244,2024-10-28,CUST026,West,Smartphone,2,21643
ORD00936,2024-10-30,CUST010,South,Headphones,2,20749
ORD00200,2024-10-31,CUST034,East,Laptop,8,74651
ORD00517,2024-10-31,CUST025,East,Smartphone,1,9021
ORD00679,2024-10-31,CUST034,East,Tablet,3,9985
ORD00942,2024-10-31,CUST050,West,Tablet,10,29909
ORD00064,2024-11-03,CUST048,South,Monitor,3,14308
ORD00809,2024-11-03,CUST043,West,Smartphone,7,21667
ORD00818,2024-11-03,CUST001,South,Tablet,2,3600
ORD00975,2024-11-03,CUST033,South,Laptop,6,20459
ORD00235,2024-11-04,CUST023,South,Laptop,2,3442
ORD00063,2024-11-05,CUST044,South,Monitor,5,14680
ORD00771,2024-11-05,CUST031,West,Headphones,3,29684
ORD00266,2024-11-06,CUST010,North,Tablet,2,51698
ORD00484,2024-11-07,CUST018,West,Smartphone,2,60813
ORD00998,2024-11-07,CUST024,East,Smartphone,4,2117
ORD00864,2024-11-08,CUST026,North,smartph,2,29274
